Submission ID,Respondent ID,Submitted at,How are you feeling about IOTA &amp; Shimmer right now?,What is your personal focus in this community / project,What is your personal focus in this community / project (Academic Research),What is your personal focus in this community / project (Development/Building),What is your personal focus in this community / project (Entrepreneurial Networking),What is your personal focus in this community / project (Speculative Research),What is your personal focus in this community / project (Community and friends),How confident are you in the progress IOTA &amp; Shimmer is making?,Which kind of project are you most excited about?,Which kind of project are you most excited about? (DeFi),Which kind of project are you most excited about? (Payments & On-Ramp),Which kind of project are you most excited about? (Other),Which kind of project are you most excited about? (DAO),Which kind of project are you most excited about? (Infrastructure),Which kind of project are you most excited about? (Wallet),Which kind of project are you most excited about? (Stablecoin),Which kind of project are you most excited about? (NFTs),Which kind of project are you most excited about? (Gaming & Metaverse),Which kind of project are you most excited about? (Bridge),Which kind of project are you most excited about? (Tooling & SDKs),Which kind of project are you most excited about? (DEX),Which kind of project are you most excited about? (Analytics & Block Explorer),Which kind of project are you most excited about? (Launchpad & Fundraising),How do you rate the Launch Party on Youtube?,Untitled long answer field,How often do you use Firefly?,What features are missing that would make you use Firefly more often?,What is currently stopping you from recommending Firefly to other people?,Anything else you'd like to share with the Firefly team?,How would you rate the documentation at https://wiki.iota.org,"Regarding the developer docs, tutorials, and tools, what do you expect the IOTA developer experience team to do more? (You can provide as many suggestions as you like)",Which project's (crypto/no-crypto) developer experience that you feel most exciting and why? Please provide as many details as you can,"The IOTA Foundation recently announced that it would enlarge its scope from only focusing on IoT and M2M. Do you have any thoughts about that, you would like to share with us?",An ever increasing amount of new crypto projects constantly enters the space. Which ones have you been taking an interest in within the past 6 months? (Bonus points if you tell us why),What should the IOTA Foundation do more? Please don’t forget to add why
DqBxZX,b5Lz11,2022-10-15 11:26:28,Positive,"Development/Building, Speculative Research",FALSE,TRUE,FALSE,TRUE,FALSE,3,"DeFi, Bridge, DEX, Stablecoin",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4,,A few times a week,"Functioning Ledger Support - for Iota it sometimes takes several minutes until the screen on the ledger to confirm appears, sometimes not at all.
Would love to see integrations into Pages (for now IotaBee, Soonaverse already there, but assume that more on the projects side)
Firefly without Ledger works like a charm.",,support internal transfer between profiles would be nice.,6,"would love to flawlessly develop on iota (python).
but after days of trying to get everything installed, i just paused for now and am waiting since days for help in discord.
should be as easy as 'pip install iota' and then run examples.
documentation is generally good in the wiki, but still focused on experienced developers, with not all steps documented.",most exchanges api´s have good community coverage with different languages and good uptodate documents.,"this should be communicated more broadly. even new youtube videos that come or came out with the shimmer release speaks about the IOT things. this is still in the mind of many peoples, and therefor don´t create interest.","DefiChain - initially mainly because of high APR. but with time they developed interesting features, from Dex, to Vaults, to Stocks, to Futures, to Options etc, so i finally sticked with the ecosystem.","probably with some projects starting on EVM with high incentives, that could create widespread attention, and show iota/shimmer to more people, which then also attrackts developers to discover the possibilities."
Nqrbdp,D45a6N,2022-10-15 11:27:19,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,4,"Payments & On-Ramp, DAO, Infrastructure",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,,Once a month,"Am not much of a trader / DeFi guy, so I just buy and hold, therefore I don't need to use it that often",,,9,,,,,
J1qeMX,jaLzAJ,2022-10-15 11:28:11,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,4,"Bridge, Infrastructure, DeFi",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,,Less than once a month,"An ability to transfer to one’s native currency, or swap between ecosystem tokens within the wallet. ",,,9,,,,,"I’ve been a part of IOTA since 2017 and the team submits frequent enough updates on progress that I’ve never felt the need to jump ship. 

I think possibly doing more live streams with the many departments and faces of the IF. There are many team members whom I’ve never heard shed their expertise. "
2jXlRe,q4Ozl9,2022-10-15 11:31:07,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,1,"Bridge, Gaming & Metaverse, NFTs",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,,Less than once a month,,,,1,,Ethereum and Solana,No vision anymore,Ethereum and Solana,Fire Dom
Z981QV,9qO4KV,2022-10-15 11:31:17,Positive,"Speculative Research, Entrepreneurial Networking, Community and friends",FALSE,FALSE,TRUE,TRUE,TRUE,3,"DeFi, DAO, Infrastructure, Stablecoin, Bridge, Launchpad & Fundraising",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,,A few times a month,"UX more Multiwallet Friendly, more visibility about overall balance and overall value on Mainscreen, less click and scroll ""Marathon"", more like the Version before the last greater UX Change. Better ways to manage multiple Wallets at the same time with less effort (example staking).",,,7,,,"enlarge yes, change the scope and let iot fall behind, no","Tangleswap cause i hope projects like this will enable passive income streams so that i dont have to focus my productivity on this anymore to be able to live, and can focus on future investing into ecosystems.",More practical showcases (POC) together with projects with presentations on social media channels like YT
KpzWRg,LZXOrp,2022-10-15 11:31:58,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,2,"DEX, Launchpad & Fundraising, Bridge, Stablecoin, Wallet, Tooling & SDKs, Infrastructure",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3,,Once a month,"An addin system. The wallet itself is fantastic in it's UX department, but there are just not a whole lot of features next to being a wallet.

It would be great if projects would be able to create their addins for Firefly to connect their projects with the wallet directly in ways they see fit. On/offramps, identity plugins, DAO feeds, staking views, NFT views, etc.

This way the wallet will be a one stop shop for all needs, managed by the projects themselves.

Also, a way to connect the wallet to a metamask like application is sorely needed. Metamask is still the default for most connections with projects.",The biggest lack is a easy connection method from FireFly to the browser. Metamask does not suffice and is complicated for many users. Wider adoption will only happen if it's very easy to interact with various projects.,"The wallet UX is absolutely fantastic and i'm sure the technical side is too. It does really lack features. We can't mint coins easily, cannot manage NFT's, no plugin option for projects to build with.",8,,,"It is a decision which I hoped would be made sooner, but hindsight is always 20/20 and changing the scope of such a big organisation is something that is not taken lightly so it is understandable. IOTA needs to have a much bigger scope to get enough attention. It is clear the small scope is too niche still. A big ecosystem is the only way to survive.",,"What IOTA needs most of all is 3 things:
- A network with actual modern capabilities at the very least, Smart Contracts, Tokenisation, etc. This is worked hard on so this will come in time.

- A even bigger focus on attracting as many developers/(existing) projects as possible. Luckily we have great programs like Touchpoint, a very good Wiki and many other things so this is also being worked on. I do hope there will be the possibility to work with the new Smart Contracts AG (?) to distribute funds more freely into DAO's/projects focussing on actual adoption. Adoption will only come with developers who know the strenghts of IOTA and are able to work with it. More programs and financial incentives  will be very useful. Money simply talks, the more projects port to IOTA the better. IOTA + bridges can be a very good combination because of feelessness and flexibility of the network.

- A namechange. Alright, that is a joke but the point I am making is that IOTA has a, in my opinion, bad reputation with many people and developers in the space. This due to things that happened long ago and the fact there has been a wrong direction for many years, putting us back many years in development. This is ofcourse being worked on and I hope that with actual delivery the perspective of IOTA will change. We really need a fully fledged modern network, coördicide (which has become a meme at this point to be honest, simply due to the fact it has been dropped so many times as ""almost there"") and clear communication on the status of project and where they are headed. No ETA's required, but atleast a broad expectation of what to expect. Example being Assembly."
NqrbE0,rjVY4R,2022-10-15 11:33:07,Positive,"Entrepreneurial Networking, Development/Building",FALSE,TRUE,TRUE,FALSE,FALSE,4,"DeFi, Payments & On-Ramp, Stablecoin, DEX, Infrastructure, Tooling & SDKs",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4,"I thought the party was well done. Antonio handled it well.

But I think that many expected a huge event, with livestreams etc.",Once a month,"I actually use my iota / smr not only for buy and hodl.

If there were more opportunities to invest I would use the wallet more often.",Nothing ,Keep up the good work,9,,,,,"At the moment, I have the feeling that IF is running after the trends instead of setting them or being at the forefront."
6DLW4A,xX2zq5,2022-10-15 11:33:32,Positive,"Academic Research, Development/Building, Entrepreneurial Networking",TRUE,TRUE,TRUE,FALSE,FALSE,2,"Infrastructure, DeFi, Payments & On-Ramp, Stablecoin",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,,Once a month,A usecase for IOTA,nothing,,9,,,,,
Ge6qge,aQ0zRB,2022-10-15 11:34:33,Positive,"Development/Building, Community and friends",FALSE,TRUE,FALSE,FALSE,TRUE,4,Tooling & SDKs,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,,A few times a week,,,,8,,,,,
xVrRBv,68RPqk,2022-10-15 11:37:14,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Stablecoin, Infrastructure, Wallet, DeFi",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,,Once a week,view my NFTs,-,,8,,"Society2
Cause I need a new WhatsApp",I like,Shimmer :),"More ETAs
I want to know approximately when things are done"
Z981KB,EkL69X,2022-10-15 11:39:17,Positive,"Entrepreneurial Networking, Community and friends",FALSE,FALSE,TRUE,FALSE,TRUE,4,"DeFi, Payments & On-Ramp, Infrastructure, Wallet, DEX, Bridge, NFTs",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,,A few times a week,Web explorer inside the wallet,Need more actual use for them,Appreciate yall,10,Y’all are doing great,EverQuest is one of the best games ever. Going for 25 years with shitty graphics. Game was developed right ,,Zentangle. I like to see projects actually doing stuff! I always seen them actively working in discord and he’s always there to answer me,Y’all are figuring it out pretty well now! Just get us evm!
Arz4YD,RGRj7d,2022-10-15 11:44:14,Positive,"Academic Research, Entrepreneurial Networking, Development/Building, Community and friends",TRUE,TRUE,TRUE,FALSE,TRUE,4,"DeFi, Other, Bridge, Tooling & SDKs, DEX",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2,,Once a week,,,,4,no complete tutorial how to setup  of shimmer node with easy to run dashboard accessible to 0.0.0.0,,,shimmer ,"easy to use java with shimmer , no wierd hooks into rust"
Z981bz,jaLzdE,2022-10-15 11:47:36,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Payments & On-Ramp, Stablecoin, DeFi, DAO, NFTs",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,,Less than once a month,,,,,,,,,Communicate and market 
Ge6qAp,5BLOKd,2022-10-15 11:48:54,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,"DeFi, Wallet, Stablecoin, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,,A few times a week,It bothers me to enter the password for every outgoing transaction,I would recommend to everyone. Firefly is great.,,7,,,,Soonaverse.com,
DqBxj5,gDLObN,2022-10-15 11:53:23,Positive,"Community and friends, Development/Building",FALSE,TRUE,FALSE,FALSE,TRUE,3,"Infrastructure, Other, DeFi",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,,Once a month,,,,8,,,,,
jeZJd6,gDLOdK,2022-10-15 12:01:24,Positive,"Development/Building, Community and friends, Entrepreneurial Networking",FALSE,TRUE,TRUE,FALSE,TRUE,3,"DAO, Infrastructure, Wallet, NFTs, Bridge, Launchpad & Fundraising",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,,A few times a week,The new firefly Shimmer has no prices anymore like the IOTA Version,,Be more open to community people with alternative solutions or add-ons like the nodepool from dlt.green like tanglepay,5,,Wasp Smartcontracts,,,"Be more open to people who want to help that the ecosystem grows. Antonio is the only one who hears also the community. Would be nice, if also other people would be appreciated. "
perkdP,oboxMN,2022-10-15 12:10:08,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,"Stablecoin, DeFi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,Once a week,,,,10,,,,,
YjPxRv,2ELRNM,2022-10-15 12:10:34,Positive,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,3,"DeFi, Payments & On-Ramp, Infrastructure, Stablecoin, NFTs, Gaming & Metaverse, DEX, Launchpad & Fundraising, DAO, Other",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,,A few times a week,,,,,,,,,
VpG4j6,QKdED1,2022-10-15 12:10:47,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,"DAO, NFTs, Stablecoin, Infrastructure, Tooling & SDKs, DEX",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4,,Once a week,"Web extension
Multi-wallets (evm, smr, iota)
NFTs","Nothing, because i recommend it as main wallet",Big thanks for your amazing work!,9,"Tutorials step by step for novice people
we need to make the best friendly tools and products to integrate new people into the ecosystem","A world where you cant do cheats to the system to take advantaje from others  but yes it is possible to always do better stuffs

i dont like the idea about the FED printing new money as they wish or powerfull corporation creating a market of weapons, bombs, etc to destroy and take advantage.. that sucks a lot because you dont need to kill others to be better on this world.. you only need to be smart enough to solve any problem without manipulate, without kill, without lie about foods or products that are dangerous for the health of people.

So traceability and DID are my favourites",Awesome because is a great market,"Soonaverse because it is a good place to buy, sell and create NFT and together with the DAO capabilities and DEX now is a very good project to use it constantly for everything","Everything is fine but would like to see new third party projects developing tools and products to integrate ultra newbie people into the ecosystem, maybe a peer to peer to buy cryptos with DID and a feedback score "
8NqRar,5BLOzQ,2022-10-15 12:12:04,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,"Bridge, Tooling & SDKs, Payments & On-Ramp",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,3,,Less than once a month,"Can't tell, I'm holding my tokens.",Nothing.,Great work!,10,Not a developer,Not a developer,I like the decision.,None. IOTA has the best package.,-
EqKNWl,aQ0lxZ,2022-10-15 12:15:00,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,2,"DeFi, Infrastructure",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,,Less than once a month,,,,7,,,,,
2jXDPe,A7xQJy,2022-10-15 12:15:09,Positive,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,3,"Infrastructure, Tooling & SDKs, Payments & On-Ramp, DAO",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,,Once a week,,,A transactionshistorie in the firefly shimmer is missing.,,,,,,
DqBZdN,2ELRre,2022-10-15 12:16:18,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,4,"Wallet, Gaming & Metaverse, Infrastructure, DAO, Bridge, DEX, Tooling & SDKs, Analytics & Block Explorer, Payments & On-Ramp",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,,A few times a week,,,,7,,,,,
RWxV0j,2ELRLe,2022-10-15 12:18:19,Positive,"Entrepreneurial Networking, Community and friends",FALSE,FALSE,TRUE,FALSE,TRUE,4,"DAO, Wallet, NFTs, DeFi",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,Once a month,,,,10,,,,,
X5L2eY,68RVRY,2022-10-15 12:19:39,Positive,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,3,"DeFi, Stablecoin, DEX, Wallet, NFTs",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,needed a live video of the things happening in singapore..,A few times a week,national currency value,nothing,keep going,8,Java/python tutorials,,why conquer just 2 areas when the universe is open for opportunities,"cosmos -- faster delivery, egld -- vc backing, OP -- EVM hype, NEAR -- excellent and more devs","more devs and more hackathons ,as per moo900"
0VdDMj,jaLEWJ,2022-10-15 12:20:54,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,3,DeFi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,,Once a month,,,,,,,,,
zEj1eR,xX26Pv,2022-10-15 12:22:45,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,4,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,,Less than once a month,"In wallet fiat purchases of IOTA, SMR, ASMB",Nothing ,Great work to date!,,,,"The IF has correctly reiterated its core focus and primary functionality as an R&D entity, providing groundbreaking foundational architecture/infrastructure upon which others can build.
It should enlarge its scope only in the context of realizing wider applicability of its core IoT and M2M technologies (ie, NOT as driven by present popular “fad” or “mania” instant gratification models).
Original vision, Core objectives, Staying the course matters. Popularity is fleeting.","HBAR and ALGO - dedicated long term focus on/commitment to industry applications and adoption (while ignoring the prevailing popular “noise” in the space).
MINA - Zero Knowledge Proofs. Their contrarian “lightweight” utilitarian approach.
SYS - their attempt to integrate the best of “both worlds” (BTC security with EVM compatibility)","The IF response to “solving” the dilemma its own overly enthusiastic optimism created by eradicating dates/timelines from its roadmap was immature, and an evidence of a very binary, polarized, and reactive culture.
Hopefully the IF has recognized the need to employ talent capable of guiding more objective (ie, less reactive) and mature decision making going forward."
vXMd0Q,rjVq2N,2022-10-15 12:29:21,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Bridge, Infrastructure, Other",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"It would have been cool if there was like.... utility for the token from the launch party on. Without EVM and without listing on bigger centralized exchanges, I was wondering what the big fuss was actually about. Plus it took waaaaaay to long.",Less than once a month,"utility. Right now, it is basically a bank account for asset storing.","Missing utility. What else are they gonna do with it other than asset storing?
Plus, I am thinking about buying a ledger for safe storage since I not sure if the small chance of getting hacked is worth staying on Firefly.","I guess you do a great job, but there is only that much you can do without mass adoption or bigger use cases. When the latter exist, I would appreciate to see a software environment in which a wallet is embeded für machine to machine payment.  ",,"The world needs a working solution for IOT communication. As long as it is publicly displayed as a research project, no big player is committing to IOTA. Give us a finished and applicable product, not the 432,085,165 iteration of a public beta. Right now the world is asking itself why anybody would commit to IOTA if it is still in the making and subject to changes. You guys are fighting an uphill battle with tutorials and documentations for a project that is under development. But since you are doing it already, make the tutorials as simple to understand as possible. Short sentences. Easy to understand examples. Intermediate results that can be checked for varification. Keep it as simple as possible. I am writing this twice to point out the crucial importance. The more complicated, the more people from the outside world you lose. There is a direct correlation.","This question's inner logic seems to be flawed. Do you mean ""....DO you feel most exited about and why""? ","Yeah, I don't like it. About a few months back, it looked more like IOTA was turning into a digital pokemon Card club with all the bullshit NFT thingies popping up. I was honestly doubting my investment into the project since it lost quite some credibility in that period. Now the NFT-wave kinda collapsed and it shows more and more that that was just a temporary thing. The loss of credibility is harder to repair though. Also... it is not like IOTA is offering a working, complete solution for M2M or IOT. Maybe finish one thing first before going after the 5th goal? Otherwise it just looks like IOTA is losing focus once again.","IOTAphp. This guy gets it. If IOTA wants adoption, it needs to be adoptable. It is just sad to see that he seems to be the only one to get it and work on integratebility in the shimmer ecosystem.","More finished product, less hyperventilated potential success stories.

If you want to be taken serious, act seriously. "
