Submission ID,Respondent ID,Submitted at,How are you feeling about IOTA &amp; Shimmer right now?,What is your personal focus in this community,What is your personal focus in this community (Academic Research),What is your personal focus in this community (Development/Building),What is your personal focus in this community (Entrepreneurial Networking),What is your personal focus in this community (Speculative Research),What is your personal focus in this community (Community and friends),What is your personal focus in this community (Governance),How confident are you in the progress IOTA &amp; Shimmer is making?,Which kind of project(s) are you most excited about?,Which kind of project(s) are you most excited about? (DeFi),Which kind of project(s) are you most excited about? (Payments & On-Ramp),Which kind of project(s) are you most excited about? (Other),Which kind of project(s) are you most excited about? (DAO),Which kind of project(s) are you most excited about? (Infrastructure),Which kind of project(s) are you most excited about? (Wallet),Which kind of project(s) are you most excited about? (Stablecoin),Which kind of project(s) are you most excited about? (NFTs),Which kind of project(s) are you most excited about? (Gaming),Which kind of project(s) are you most excited about? (Metaverse),Which kind of project(s) are you most excited about? (Bridge),Which kind of project(s) are you most excited about? (Tooling & SDKs),Which kind of project(s) are you most excited about? (DEX),Which kind of project(s) are you most excited about? (Analytics & Block Explorer),Which kind of project(s) are you most excited about? (Launchpad & Fundraising),Did you participate in the Treasures of Shimmer campaign?,Did you participate in the Treasures of Shimmer campaign? (I participated in Test&Earn and tried out dApps on ShimmerEVM),Did you participate in the Treasures of Shimmer campaign? (I participated in Play&Earn and engaged with the quests on Zealy),Did you participate in the Treasures of Shimmer campaign? (I did NOT participate in the Treasures of Shimmer campaign),How memorable was the Treasures of Shimmer campaign to you?,Did the campaign prompt you to seek more information about Shimmer?,How did you first become aware of the Treasures of Shimmer campaign on Zealy?,What is your overall rating of the Test &amp; Earn campaign?,How frequent did you participate in the Test &amp; Earn campaign?,Has the campaign improved your understanding of smart contracts and DeFi?,"After partaking in the campaign, how likely is it that you will use your SMR tokens to participate in dApps on mainnet?",What motivated you to engage with the Treasures of Shimmer campaign on Zealy?,What motivated you to engage with the Treasures of Shimmer campaign on Zealy? (The Anne Bonny NFT prize),What motivated you to engage with the Treasures of Shimmer campaign on Zealy? (The SMR airdrops),What motivated you to engage with the Treasures of Shimmer campaign on Zealy? (Other (Please comment)),Other,How would you rate the overall effectiveness of the Zealy campaign in capturing your attention and interest?,How would you rate your user experience with the TEA Zealy campaign?,"How likely is it, that you would participate in another Zealy campaign?",Additional comments
N7XlrO,DKbW6R,2023-06-20 20:49:56,Positive,"Speculative Research, Academic Research, Development/Building, Entrepreneurial Networking, Community and friends, Governance",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,"Wallet, DeFi, DEX, Analytics & Block Explorer, Metaverse, Bridge, Gaming, Launchpad & Fundraising",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,I participated in Play&Earn and engaged with the quests on Zealy,FALSE,TRUE,FALSE,4,Yes,A friend told me,,,,,The SMR airdrops,FALSE,TRUE,FALSE,,4,4,4,TOP PROJECT WITH TOP COMUNITY
a245JB,54rr2Z,2023-06-20 21:05:28,Positive,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"DeFi, Payments & On-Ramp, Wallet, Stablecoin, NFTs, DEX, Launchpad & Fundraising",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,3,Yes,A friend told me,,Daily,Yes,Likely,The SMR airdrops,FALSE,TRUE,FALSE,,3,3,3,
pDoyYJ,KeOOLV,2023-06-20 21:06:00,Positive,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,"DeFi, DEX, Infrastructure",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
Pz9zgQ,AzlQry,2023-06-20 21:46:52,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,"dApp Twitter (IOTAapes, ShimmerSea, etc..)",3,Daily,Yes,Extremely likely,The SMR airdrops,FALSE,TRUE,FALSE,,4,3,4,You need to release a protocol so people can start becoming more engaged.
o2R2YM,eDypGE,2023-06-20 21:48:37,Positive,"Community and friends, Entrepreneurial Networking, Governance",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,4,"DeFi, Wallet, DEX, Other, Tooling & SDKs, Infrastructure, Payments & On-Ramp",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,IOTA Twitter,4,Couple of times,Yes,Extremely likely,The SMR airdrops,FALSE,TRUE,FALSE,,4,4,4,
KVxV4K,jbgp49,2023-06-20 21:49:30,Negative,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,"Stablecoin, Bridge, DEX, Analytics & Block Explorer, Metaverse, DeFi, Infrastructure, Wallet, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
8ZLZXl,rBgp4X,2023-06-20 21:52:54,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"DeFi, Infrastructure, Wallet",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
4K7rQX,aekybX,2023-06-20 21:58:10,Positive,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,Metaverse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,Shimmer Twitter,4,Couple of times,Yes,Extremely likely,The SMR airdrops,FALSE,TRUE,FALSE,,4,4,4,
kNGERZ,Olry5K,2023-06-20 22:06:56,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"DeFi, Payments & On-Ramp, Infrastructure, Wallet",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
RDoPld,Rd2lBv,2023-06-20 22:13:27,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"Infrastructure, Metaverse, Bridge",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
D7pzEq,obdyVP,2023-06-20 22:14:38,Negative,"Academic Research, Governance, Entrepreneurial Networking",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,3,"DeFi, Stablecoin, Infrastructure",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
5Z9xaM,aekoaZ,2023-06-20 22:17:44,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"DeFi, Gaming, Metaverse",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,2,No,IOTA Twitter,1,Couple of times,Yes,Unlikely,,,,,,,,,
z7MDjM,8z25VO,2023-06-20 22:26:00,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,"DeFi, DAO, Payments & On-Ramp, Metaverse, Infrastructure",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
VzP5Qy,BK65oN,2023-06-20 22:27:30,Positive,"Community and friends, Academic Research",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4,"DeFi, Payments & On-Ramp, Other, DAO, Infrastructure, Wallet, Stablecoin, NFTs, Gaming, Metaverse, Bridge, Tooling & SDKs, Analytics & Block Explorer, DEX, Launchpad & Fundraising",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy, I did NOT participate in the Treasures of Shimmer campaign",TRUE,TRUE,TRUE,4,Yes,Shimmer Twitter,4,Daily,Yes,Extremely unlikely,The Anne Bonny NFT prize,TRUE,FALSE,FALSE,,4,4,4,
GRpd0o,KeOyXK,2023-06-20 22:32:02,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"DeFi, Wallet, Stablecoin, Gaming, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,2,Yes,Shimmer Blog,,Once,Unsure,Likely,,,,,,,,,
N7XWgO,vrg1el,2023-06-20 22:41:13,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Payments & On-Ramp, Stablecoin, NFTs, Infrastructure, DEX",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"I participated in Play&Earn and engaged with the quests on Zealy, I participated in Test&Earn and tried out dApps on ShimmerEVM",TRUE,TRUE,FALSE,,No,IOTA/Shimmer Discord,,Daily,Unsure,Neutral,"The Anne Bonny NFT prize, The SMR airdrops",TRUE,TRUE,FALSE,,3,,3,
0e86qN,2BVy4j,2023-06-20 22:46:14,Positive,"Academic Research, Development/Building, Entrepreneurial Networking",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,4,"Infrastructure, Wallet, NFTs, Gaming, Metaverse, Tooling & SDKs, DEX, Launchpad & Fundraising",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,2,Yes,Shimmer Twitter,2,Daily,No,Likely,,,,,,,,,
qRGdvd,1kOyQp,2023-06-20 23:08:55,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Tooling & SDKs, DeFi, Wallet, Stablecoin, Launchpad & Fundraising, Payments & On-Ramp, Infrastructure, Other, DEX",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
O7XzMg,6e4ybO,2023-06-20 23:16:33,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"DEX, Wallet, Infrastructure, Payments & On-Ramp, DeFi, NFTs, Other, Bridge, Tooling & SDKs",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,IOTA Twitter,3,Daily,Yes,Extremely likely,"The Anne Bonny NFT prize, The SMR airdrops, Other (Please comment)",TRUE,TRUE,TRUE,"Familiarize with different platforms, like shimmersea",4,4,4,"Really, really hoping to see iota on more exchanges, not many options to buy/sell in the US if binance U.S. goes away"
97Z1EX,MDPleX,2023-06-20 23:56:46,Negative,"Development/Building, Speculative Research, Community and friends",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1,"DeFi, NFTs, DEX, Launchpad & Fundraising, Other",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
earAp0,RGRkyd,2023-06-21 0:03:59,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"DeFi, Payments & On-Ramp, Infrastructure, Stablecoin, Gaming, Bridge, Tooling & SDKs, DEX, Analytics & Block Explorer, Launchpad & Fundraising",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,2,No,IOTA/Shimmer Discord,2,Once,No,Neutral,,,,,,,,,
VzP8qj,PRakkQ,2023-06-21 0:31:41,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,"Payments & On-Ramp, DeFi, Wallet, Stablecoin, Gaming, NFTs, Metaverse, Analytics & Block Explorer",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,I participated in Play&Earn and engaged with the quests on Zealy,FALSE,TRUE,FALSE,4,Yes,IOTA/Shimmer Discord,,,,,The Anne Bonny NFT prize,TRUE,FALSE,FALSE,,2,3,2,
Y4Gd6d,54rYBE,2023-06-21 0:38:39,Positive,"Community and friends, Development/Building, Speculative Research",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,4,"DeFi, Payments & On-Ramp, Infrastructure, Wallet, Analytics & Block Explorer, Other, Stablecoin, Metaverse, DEX",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
6ZKv1k,LzVxzl,2023-06-21 1:22:55,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,"DeFi, Payments & On-Ramp, Wallet, Stablecoin, NFTs, Metaverse, Bridge, Infrastructure, Gaming",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,Shimmer Twitter,4,Daily,Yes,Extremely likely,The SMR airdrops,FALSE,TRUE,FALSE,,4,4,4,
Y4GYVB,KeO2xV,2023-06-21 1:23:51,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"DEX, DeFi, Wallet, DAO, Infrastructure, Analytics & Block Explorer, Launchpad & Fundraising",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,I participated in Play&Earn and engaged with the quests on Zealy,FALSE,TRUE,FALSE,3,Yes,Shimmer Twitter,,,,,The SMR airdrops,FALSE,TRUE,FALSE,,4,4,4,
ABpqyz,2jM029,2023-06-21 1:54:28,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,"DeFi, Payments & On-Ramp, Stablecoin, Bridge, Analytics & Block Explorer",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,3,No,IOTA Twitter,4,Couple of times,Yes,Extremely unlikely,Other (Please comment),FALSE,FALSE,TRUE,Help the community,3,2,3,
5Z9lXQ,zNg5Xq,2023-06-21 2:38:21,Negative,"Development/Building, Community and friends",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3,"DeFi, Payments & On-Ramp, Infrastructure, Wallet, Stablecoin, Gaming, NFTs, Metaverse, Bridge, Tooling & SDKs, DEX, Analytics & Block Explorer, Launchpad & Fundraising",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
ABp6WB,6LKgdA,2023-06-21 2:49:18,Positive,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,"DeFi, NFTs, DEX, Launchpad & Fundraising",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,Shimmer Twitter,4,Daily,Yes,Extremely likely,"The Anne Bonny NFT prize, The SMR airdrops, Other (Please comment)",TRUE,TRUE,TRUE,To learn,4,4,4,
o2Rl1M,rBgZov,2023-06-21 3:26:50,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,DeFi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,4,No,Shimmer Twitter,4,Daily,Yes,Extremely likely,,,,,,,,,
o2RKB5,DKbGbR,2023-06-21 3:44:57,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"Payments & On-Ramp, Wallet, Metaverse, Tooling & SDKs, Stablecoin",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
Pz9b1V,xjgqar,2023-06-21 4:08:55,Positive,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,"DeFi, DEX, Wallet",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
yJ4ogX,2BVWDM,2023-06-21 4:22:47,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"DeFi, DAO, Metaverse, Bridge, DEX",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
GRpQrZ,LzVrQO,2023-06-21 4:40:46,Negative,"Development/Building, Community and friends",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,"NFTs, Tooling & SDKs, Other",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,I participated in Play&Earn and engaged with the quests on Zealy,FALSE,TRUE,FALSE,1,No,IOTA/Shimmer Discord,,,,,,,,,,1,1,1,
LPK6yy,Rd2A04,2023-06-21 4:50:57,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"DeFi, DEX, NFTs",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I participated in Play&Earn and engaged with the quests on Zealy,FALSE,TRUE,FALSE,4,Yes,IOTA/Shimmer Discord,,,,,The SMR airdrops,FALSE,TRUE,FALSE,,4,4,4,
LPK6xp,gegE4O,2023-06-21 4:53:56,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"DeFi, Infrastructure, DEX, Bridge",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
O7XoMR,zxZ4aE,2023-06-21 4:55:40,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,Stablecoin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,2,No,IOTA Twitter,3,Couple of times,Unsure,Likely,The Anne Bonny NFT prize,TRUE,FALSE,FALSE,,3,3,3,
l6OMpB,PD47Bb,2023-06-21 4:57:26,Positive,"Development/Building, Speculative Research",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,"Wallet, Tooling & SDKs, Bridge, DEX, NFTs",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
bWevKo,E5A6VX,2023-06-21 5:11:44,Negative,"Academic Research, Speculative Research",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Infrastructure, Wallet, DeFi, Bridge",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
pDovlJ,pd5gdZ,2023-06-21 5:24:24,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"Gaming, DEX, Stablecoin",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,IOTA/Shimmer Discord,4,Daily,Unsure,Extremely likely,The SMR airdrops,FALSE,TRUE,FALSE,,4,4,4,
194RXW,9Xxe7K,2023-06-21 5:27:19,Negative,"Community and friends, Governance",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,"Payments & On-Ramp, Infrastructure, Tooling & SDKs",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
VzPN1j,dNg72K,2023-06-21 5:35:14,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Launchpad & Fundraising, Infrastructure",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
Y4G9yd,gegBOd,2023-06-21 5:41:52,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"DEX, Launchpad & Fundraising, Wallet",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
MEaG88,WrQyra,2023-06-21 6:01:19,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,I did NOT participate in the Treasures of Shimmer campaign,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,
Q7REzY,jaGoW1,2023-06-21 6:02:20,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"DeFi, Infrastructure, DEX, NFTs",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,4,Yes,IOTA/Shimmer Discord,3,Daily,Unsure,Extremely likely,"The Anne Bonny NFT prize, The SMR airdrops",TRUE,TRUE,FALSE,,4,4,3,
z7MbaZ,68rLlB,2023-06-21 6:14:26,Positive,"Development/Building, Community and friends, Speculative Research, Academic Research, Governance",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,2,"DeFi, DAO, Infrastructure, Wallet, Bridge, DEX, Tooling & SDKs",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"I participated in Test&Earn and tried out dApps on ShimmerEVM, I participated in Play&Earn and engaged with the quests on Zealy",TRUE,TRUE,FALSE,2,No,IOTA/Shimmer Discord,3,Daily,Unsure,Extremely likely,The SMR airdrops,FALSE,TRUE,FALSE,,3,3,4,
7NKjqa,07GXkj,2023-06-21 6:17:29,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"DeFi, DEX, Payments & On-Ramp, Infrastructure",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,I participated in Test&Earn and tried out dApps on ShimmerEVM,TRUE,FALSE,FALSE,4,No,Shimmer Twitter,4,Daily,No,Extremely likely,,,,,,,,,
