"Submission ID","Respondent ID","Submitted at","How are you feeling about IOTA &amp; Shimmer right now?","What is your personal focus in this community / project","What is your personal focus in this community / project (Academic Research)","What is your personal focus in this community / project (Development/Building)","What is your personal focus in this community / project (Entrepreneurial Networking)","What is your personal focus in this community / project (Speculative Research)","What is your personal focus in this community / project (Community and friends)","What is your personal focus in this community / project (Governance)","How confident are you in the progress IOTA &amp; Shimmer is making?","Which libraries do you use for development (select all that apply)?","Which libraries do you use for development (select all that apply)? (Wallet library - https://github.com/iotaledger/wallet.rs)","Which libraries do you use for development (select all that apply)? (Client library - https://github.com/iotaledger/iota.rs)","Are you using the Rust crates, one of the bindings or iota.js?","Which bindings are you using? ","Which bindings are you using?  (NodeJS)","Which bindings are you using?  (Python)","Which bindings are you using?  (Java)","Which bindings are you using?  (Swift)","Which bindings are you using?  (WASM)","What are you using for learning resources? (e.g. wiki, codebase)","Do you have any feature request?","Do you have any feedback?","Which kind of project are you most excited about?","Which kind of project are you most excited about? (DeFi)","Which kind of project are you most excited about? (Payments & On-Ramp)","Which kind of project are you most excited about? (Other)","Which kind of project are you most excited about? (DAO)","Which kind of project are you most excited about? (Infrastructure)","Which kind of project are you most excited about? (Wallet)","Which kind of project are you most excited about? (Stablecoin)","Which kind of project are you most excited about? (NFTs)","Which kind of project are you most excited about? (Gaming)","Which kind of project are you most excited about? (Bridge)","Which kind of project are you most excited about? (Tooling & SDKs)","Which kind of project are you most excited about? (DEX)","Which kind of project are you most excited about? (Analytics & Block Explorer)","Which kind of project are you most excited about? (Launchpad & Fundraising)","Which kind of project are you most excited about? (Metaverse)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (Smart Contracts)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (DeFi)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (Tokenomics)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (DLT Protocol Features (zK, Sharding, etc..))","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (Security (Managing tokens, bridges, etc..))","In which form would you prefer to learn new things the most?","In which form would you prefer to learn new things the most? (Blog posts)","In which form would you prefer to learn new things the most? (Twitter threads)","In which form would you prefer to learn new things the most? (IOTA Wiki Content)","In which form would you prefer to learn new things the most? (YouTube clips)","In which form would you prefer to learn new things the most? (Recorded Live Sessions)","In which form would you prefer to learn new things the most? (Podcasts)","Specific to the IOTA protocol, which things do you want to learn with priority?","Specific to the IOTA protocol, which things do you want to learn with priority? (IOTA 2.0 consensus)","Specific to the IOTA protocol, which things do you want to learn with priority? (Mana)","Specific to the IOTA protocol, which things do you want to learn with priority? (Digital Identity)","Specific to the IOTA protocol, which things do you want to learn with priority? (IOTA Smart Contracts)","Specific to the IOTA protocol, which things do you want to learn with priority? (Develop on IOTA (use libraries, etc))"
"6eygro","YjE5Oz","2023-03-17 17:06:26","Positive","Entrepreneurial Networking, Community and friends",false,false,true,false,true,false,2,,,,,,,,,,,,,,"DeFi, Infrastructure, DEX",true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,"Smart Contracts, DeFi",true,true,false,false,false,"YouTube clips, Recorded Live Sessions, Podcasts, Twitter threads",false,true,false,true,true,true,"IOTA Smart Contracts",false,false,false,true,false
"DKPjxE","GeNx1O","2023-03-17 17:06:46","Negative","Community and friends",false,false,false,false,true,false,2,,,,,,,,,,,,,,"Metaverse",false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,"Tokenomics",false,false,true,false,false,"Twitter threads",false,true,false,false,false,false,"IOTA Smart Contracts",false,false,false,true,false
"BKlrlK","xVkX2k","2023-03-17 17:08:31","Positive","Development/Building",false,true,false,false,false,false,4,"Client library - https://github.com/iotaledger/iota.rs",false,true,"iota.js",,,,,,,"project docu, discord community",,,"DeFi, DEX, Infrastructure",true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,"Smart Contracts, DeFi",true,true,false,false,false,"YouTube clips",false,false,false,true,false,false,"IOTA Smart Contracts",false,false,false,true,false
"vr1lv0","xVkXyd","2023-03-17 17:08:51","Positive","Speculative Research, Community and friends, Governance",false,false,false,true,true,true,4,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Stablecoin, NFTs, Bridge, DEX, DAO",true,true,false,true,false,false,true,true,false,true,false,true,false,false,false,"DLT Protocol Features (zK, Sharding, etc..)",false,false,false,true,false,"Blog posts, Twitter threads, Podcasts, IOTA Wiki Content",true,true,true,false,false,true,"IOTA 2.0 consensus, Mana, Digital Identity",true,true,true,false,false
"eDlVG0","M1keYl","2023-03-17 17:09:11","Negative","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"Wallet, Gaming, Tooling & SDKs, NFTs, Infrastructure",false,false,false,false,true,true,false,true,true,false,true,false,false,false,false,"Smart Contracts, Tokenomics",true,false,true,false,false,"Podcasts",false,false,false,false,false,true,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts",true,true,true,true,false
"oD1qNe","8Nv18l","2023-03-17 17:09:27","Negative","Speculative Research, Community and friends",false,false,false,true,true,false,2,,,,,,,,,,,,,,"Bridge, Launchpad & Fundraising, DEX, Payments & On-Ramp",false,true,false,false,false,false,false,false,false,true,false,true,false,true,false,"Tokenomics",false,false,true,false,false,"Blog posts",true,false,false,false,false,false,"Mana, IOTA Smart Contracts",false,true,false,true,false
"jbYjO9","X5VxRL","2023-03-17 17:11:31","Positive","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"Stablecoin, Wallet, Analytics & Block Explorer, Payments & On-Ramp, DeFi, NFTs",true,true,false,false,false,true,true,true,false,false,false,false,true,false,false,"DeFi",false,true,false,false,false,"YouTube clips, Twitter threads, Blog posts",true,true,false,true,false,false,"IOTA 2.0 consensus",true,false,false,false,false
"dN179d","aObQZb","2023-03-17 17:13:39","Positive","Speculative Research, Community and friends, Governance",false,false,false,true,true,true,3,,,,,,,,,,,"Wiki",,,"DeFi, Wallet, Payments & On-Ramp, DAO, Infrastructure, DEX, NFTs",true,true,false,true,true,true,false,true,false,false,false,true,false,false,false,"Smart Contracts, DeFi, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"Blog posts, IOTA Wiki Content, YouTube clips, Recorded Live Sessions",true,false,true,true,true,false,"IOTA 2.0 consensus, Mana, IOTA Smart Contracts, Digital Identity",true,true,true,true,false
"ZoKx2e","WOPj4L","2023-03-17 17:13:50","Positive","Entrepreneurial Networking, Community and friends, Speculative Research",false,false,true,true,true,false,4,,,,,,,,,,,,,,"DeFi, DAO, NFTs, DEX, Tooling & SDKs",true,false,false,true,false,false,false,true,false,false,true,true,false,false,false,"DeFi, Security (Managing tokens, bridges, etc..), Smart Contracts",true,true,false,false,true,"IOTA Wiki Content, Blog posts, YouTube clips",true,false,true,true,false,false,"IOTA 2.0 consensus, Digital Identity, IOTA Smart Contracts",true,false,true,true,false
"qaMyBG","pejbJB","2023-03-17 17:14:53","Positive","Speculative Research, Community and friends, Development/Building, Entrepreneurial Networking",false,true,true,true,true,false,4,"Wallet library - https://github.com/iotaledger/wallet.rs",true,false,"iota.js",,,,,,,"Wki","More progress reports","More consistent timely progress reports","Gaming, Wallet, DeFi",true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,"Smart Contracts, Tokenomics, Security (Managing tokens, bridges, etc..)",true,false,true,false,true,"Blog posts, YouTube clips",true,false,false,true,false,false,"Mana, IOTA 2.0 consensus, IOTA Smart Contracts",true,true,false,true,false
"4ByZjk","EqjkZr","2023-03-17 17:15:14","Negative","Community and friends",false,false,false,false,true,false,2,,,,,,,,,,,,,,"Other",false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,,,,,,,,,
"AKGkez","Z94jK0","2023-03-17 17:19:40","Positive","Speculative Research",false,false,false,true,false,false,3,"Client library - https://github.com/iotaledger/iota.rs",false,true,,,,,,,,,,,"Infrastructure",false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..), DeFi, Smart Contracts",true,true,false,true,false,"Blog posts",true,false,false,false,false,false,"IOTA 2.0 consensus, Mana, Develop on IOTA (use libraries, etc)",true,true,false,false,true
"RdaO7l","9NLqY1","2023-03-17 17:21:12","Negative","Speculative Research",false,false,false,true,false,false,1,,,,,,,,,,,,,,"Infrastructure",false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..), Tokenomics",false,false,true,true,true,"YouTube clips, Twitter threads",false,true,false,true,false,false,"IOTA 2.0 consensus, Mana, Digital Identity",true,true,true,false,false
"VjAgEa","o9rbNM","2023-03-17 17:21:54","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"DeFi, Bridge, DEX, Infrastructure, Payments & On-Ramp, NFTs",true,true,false,false,true,false,false,true,false,true,false,true,false,false,false,"Smart Contracts",true,false,false,false,false,"YouTube clips, Podcasts, Blog posts",true,false,false,true,false,true,"IOTA 2.0 consensus",true,false,false,false,false
"2By0Xb","aObQJy","2023-03-17 17:22:12","Positive","Speculative Research, Governance",false,false,false,true,false,true,3,,,,,,,,,,,,,,"DeFi, Infrastructure, NFTs, Analytics & Block Explorer, DAO",true,false,false,true,true,false,false,true,false,false,false,false,true,false,false,"Smart Contracts, DeFi",true,true,false,false,false,"Blog posts, Twitter threads, IOTA Wiki Content, YouTube clips",true,true,true,true,false,false,"IOTA 2.0 consensus, Digital Identity, IOTA Smart Contracts",true,false,true,true,false
"lq1Qe6","Z94jbv","2023-03-17 17:22:46","Negative","Development/Building, Speculative Research",false,true,false,true,false,false,2,"Wallet library - https://github.com/iotaledger/wallet.rs",true,false,"iota.js",,,,,,,"wiki","Yes, for the EVM","It has been quite disappointing to see IF selling the tokens that myself and other investors have been holding since 2017. 
I still believe in the project, but there needs to be some transparency, especially around this type of decisions. It is not normal that we know of all this because some people were tracking the addresses.

The project is amazing, but there are some things that need to improve. 

The wiki is a great improvement compared to past documentation.

Keep up the good work! I'm sure we'll make it","DeFi, DEX, Analytics & Block Explorer, Payments & On-Ramp, Stablecoin",true,true,false,false,false,false,true,false,false,false,false,true,true,false,false,"Smart Contracts, DeFi, Tokenomics",true,true,true,false,false,"IOTA Wiki Content, Blog posts",true,false,true,false,false,false,"Mana, IOTA Smart Contracts, IOTA 2.0 consensus",true,true,false,true,false
"pd1aV8","obo1dO","2023-03-17 17:24:48","Positive","Community and friends, Academic Research",true,false,false,false,true,false,3,,,,,,,,,,,,,,"NFTs, DEX, Wallet, Gaming, Metaverse",false,false,false,false,false,true,false,true,true,false,false,true,false,false,true,"Smart Contracts, DeFi, Tokenomics, Security (Managing tokens, bridges, etc..), DLT Protocol Features (zK, Sharding, etc..)",true,true,true,true,true,"YouTube clips, Twitter threads",false,true,false,true,false,false,"IOTA 2.0 consensus, Mana, IOTA Smart Contracts",true,true,false,true,false
"oD1W5e","YjE52v","2023-03-17 17:26:32","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Infrastructure, Wallet, NFTs, Gaming, Bridge, Tooling & SDKs, DEX, Analytics & Block Explorer",true,true,false,false,true,true,false,true,true,true,true,true,true,false,false,"Smart Contracts, DeFi, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"Blog posts, Podcasts, Recorded Live Sessions",true,false,false,false,true,true,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts, Develop on IOTA (use libraries, etc)",true,true,true,true,true
"lq1Qgp","gbyDKP","2023-03-17 17:27:47","Positive","Speculative Research",false,false,false,true,false,false,4,,,,,,,,,,,,,,"Stablecoin",false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,"Smart Contracts, Tokenomics",true,false,true,false,false,"YouTube clips",false,false,false,true,false,false,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts",true,true,true,true,false
"pd1a9E","pejbl8","2023-03-17 17:28:32","Negative","Speculative Research",false,false,false,true,false,false,2,,,,,,,,,,,,,,"DeFi, Stablecoin, NFTs, DEX, Bridge",true,false,false,false,false,false,true,true,false,true,false,true,false,false,false,"DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",false,false,false,true,true,"YouTube clips, Twitter threads",false,true,false,true,false,false,"IOTA 2.0 consensus",true,false,false,false,false
"NDQGVN","EqjqxX","2023-03-17 17:35:03","Positive","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"DeFi, DEX, Launchpad & Fundraising, Stablecoin, Metaverse, NFTs",true,false,false,false,false,false,true,true,false,false,false,true,false,true,true,"DeFi, Smart Contracts, Tokenomics",true,true,true,false,false,"Blog posts, YouTube clips, Twitter threads, Recorded Live Sessions, Podcasts",true,true,false,true,true,true,"Mana, Digital Identity, IOTA 2.0 consensus",true,true,true,false,false
"DKPgvl","q5x5V7","2023-03-17 17:36:15","Negative","Speculative Research",false,false,false,true,false,false,2,,,,,,,,,,,,,,"Payments & On-Ramp, Infrastructure, Wallet, Stablecoin, Gaming, DEX",false,true,false,false,true,true,true,false,true,false,false,true,false,false,false,"Smart Contracts, Security (Managing tokens, bridges, etc..)",true,false,false,false,true,"YouTube clips",false,false,false,true,false,false,"IOTA Smart Contracts, Mana, IOTA 2.0 consensus",true,true,false,true,false
"Ol9Og8","bZBZle","2023-03-17 17:38:05","Positive","Speculative Research, Community and friends",false,false,false,true,true,false,2,,,,,,,,,,,,,,"DeFi, Bridge",true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,"Tokenomics",false,false,true,false,false,"Blog posts",true,false,false,false,false,false,"IOTA Smart Contracts, IOTA 2.0 consensus, Mana",true,true,false,true,false
"1kyqZ1","jedeW9","2023-03-17 17:42:02","Negative","Entrepreneurial Networking",false,false,true,false,false,false,2,,,,,,,,,,,,,,"Infrastructure",false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..), Tokenomics, Security (Managing tokens, bridges, etc..), Smart Contracts",true,false,true,true,true,"Blog posts, Twitter threads, IOTA Wiki Content, YouTube clips, Recorded Live Sessions, Podcasts",true,true,true,true,true,true,"Mana, IOTA 2.0 consensus",true,true,false,false,false
"DKPlN5","zEpE0Z","2023-03-17 17:44:27","Negative","Speculative Research",false,false,false,true,false,false,2,,,,,,,,,,,,,,"Infrastructure, Payments & On-Ramp",false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",false,false,false,true,true,"Blog posts",true,false,false,false,false,false,"IOTA 2.0 consensus, Digital Identity",true,false,true,false,false
"1ky1QW","5X6XVZ","2023-03-17 17:49:24","Positive","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, DAO, DEX, Analytics & Block Explorer",true,true,false,true,false,false,false,false,false,false,false,true,true,false,false,"Smart Contracts, DLT Protocol Features (zK, Sharding, etc..)",true,false,false,true,false,"YouTube clips, Blog posts",true,false,false,true,false,false,"IOTA 2.0 consensus, IOTA Smart Contracts",true,false,false,true,false
"ge1y5O","eqLyOq","2023-03-17 17:54:18","Positive","Governance, Entrepreneurial Networking",false,false,true,false,false,true,3,"Wallet library - https://github.com/iotaledger/wallet.rs",true,false,,,,,,,,,,,"DAO, Infrastructure, Analytics & Block Explorer, Launchpad & Fundraising",false,false,false,true,true,false,false,false,false,false,false,false,true,true,false,"Security (Managing tokens, bridges, etc..), Tokenomics, Smart Contracts",true,false,true,false,true,"Blog posts, YouTube clips, Podcasts",true,false,false,true,false,true,"Digital Identity, IOTA Smart Contracts",false,false,true,true,false
"ZoK4z0","6DbDGP","2023-03-17 17:55:49","Positive","Academic Research, Development/Building, Governance",true,true,false,false,false,true,4,"Client library - https://github.com/iotaledger/iota.rs",false,true,"Bindings","Python",false,true,false,false,false,"The github examples because the wiki becomes out of date from the fast changing libraries. ","A list of public nodes I can access for the IOTA (not shimmer) network. ","All the nodes give me that there is an empty pool. ","DAO, Infrastructure, Stablecoin, Tooling & SDKs, DEX",false,false,false,true,true,false,true,false,false,false,true,true,false,false,false,"Smart Contracts, DLT Protocol Features (zK, Sharding, etc..)",true,false,false,true,false,"IOTA Wiki Content",false,false,true,false,false,false,"IOTA Smart Contracts",false,false,false,true,false
"xj1k6k","kbDbjM","2023-03-17 17:57:43","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"DeFi, DEX, DAO, Wallet, NFTs, Gaming, Metaverse",true,false,false,true,false,true,false,true,true,false,false,true,false,false,true,"DeFi, Tokenomics",false,true,true,false,false,"YouTube clips",false,false,false,true,false,false,"IOTA 2.0 consensus, Mana, Digital Identity",true,true,true,false,false
"rB1NMN","xVkVWG","2023-03-17 18:00:09","Negative","Entrepreneurial Networking",false,false,true,false,false,false,1,"Wallet library - https://github.com/iotaledger/wallet.rs, Client library - https://github.com/iotaledger/iota.rs",true,true,,,,,,,,,,,"DeFi, Payments & On-Ramp, Infrastructure, Wallet, Stablecoin, Tooling & SDKs, Bridge, DEX, Analytics & Block Explorer, Launchpad & Fundraising",true,true,false,false,true,true,true,false,false,true,true,true,true,true,false,"Smart Contracts, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,false,false,true,true,"Blog posts, IOTA Wiki Content",true,false,true,false,false,false,"IOTA 2.0 consensus, IOTA Smart Contracts, Develop on IOTA (use libraries, etc)",true,false,false,true,true
"JdZKRK","GeNe2Q","2023-03-17 18:05:35","Positive","Community and friends, Speculative Research, Entrepreneurial Networking",false,false,true,true,true,false,3,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Metaverse",true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,"DLT Protocol Features (zK, Sharding, etc..)",false,false,false,true,false,"Blog posts, Recorded Live Sessions",true,false,false,false,true,false,"Mana, Digital Identity, IOTA Smart Contracts, IOTA 2.0 consensus",true,true,true,true,false
"Ole1b8","xVkrxk","2023-03-17 18:08:00","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"Wallet, Stablecoin, Payments & On-Ramp, DeFi",true,true,false,false,false,true,true,false,false,false,false,false,false,false,false,"Smart Contracts, DeFi, Tokenomics",true,true,true,false,false,"Twitter threads, YouTube clips, Recorded Live Sessions, Podcasts",false,true,false,true,true,true,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts",true,true,true,true,false
"7bglez","dbLEbr","2023-03-17 18:09:46","Positive","Academic Research, Speculative Research, Community and friends",true,false,false,true,true,false,4,,,,,,,,,,,,,,"DAO, Wallet, Launchpad & Fundraising",false,false,false,true,false,true,false,false,false,false,false,false,false,true,false,"DeFi, Tokenomics",false,true,true,false,false,"Blog posts, YouTube clips, Recorded Live Sessions, Podcasts",true,false,false,true,true,true,"Digital Identity, Develop on IOTA (use libraries, etc)",false,false,true,false,true
"xjLXvr","M1kXOp","2023-03-17 18:19:45","Positive","Speculative Research, Community and friends",false,false,false,true,true,false,3,,,,,,,,,,,,,,"Payments & On-Ramp, Wallet, NFTs, DEX",false,true,false,false,false,true,false,true,false,false,false,true,false,false,false,"Smart Contracts, DeFi",true,true,false,false,false,"Blog posts",true,false,false,false,false,false,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts",true,true,true,true,false
"YRKj45","Z9481v","2023-03-17 18:28:31","Positive","Speculative Research, Academic Research",true,false,false,true,false,false,3,,,,,,,,,,,,,,"DeFi, NFTs, Gaming, Wallet, Analytics & Block Explorer, DEX",true,false,false,false,false,true,false,true,true,false,false,true,true,false,false,"Smart Contracts, DeFi, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"YouTube clips, Recorded Live Sessions, Blog posts",true,false,false,true,true,false,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts",true,true,true,true,false
