Submission ID,Respondent ID,Submitted at,How are you feeling about IOTA &amp; Shimmer right now?,What is your personal focus in this community,What is your personal focus in this community (Academic Research),What is your personal focus in this community (Development/Building),What is your personal focus in this community (Entrepreneurial Networking),What is your personal focus in this community (Speculative Research),What is your personal focus in this community (Community and friends),What is your personal focus in this community (Governance),How confident are you in the progress IOTA &amp; Shimmer is making?,Which kind of project(s) are you most excited about?,Which kind of project(s) are you most excited about? (DeFi),Which kind of project(s) are you most excited about? (Payments & On-Ramp),Which kind of project(s) are you most excited about? (Other),Which kind of project(s) are you most excited about? (DAO),Which kind of project(s) are you most excited about? (Infrastructure),Which kind of project(s) are you most excited about? (Wallet),Which kind of project(s) are you most excited about? (Stablecoin),Which kind of project(s) are you most excited about? (NFTs),Which kind of project(s) are you most excited about? (Gaming),Which kind of project(s) are you most excited about? (Metaverse),Which kind of project(s) are you most excited about? (Bridge),Which kind of project(s) are you most excited about? (Tooling & SDKs),Which kind of project(s) are you most excited about? (DEX),Which kind of project(s) are you most excited about? (Analytics & Block Explorer),Which kind of project(s) are you most excited about? (Launchpad & Fundraising),Which kind of project(s) are you most excited about? (Identity),How transparent do you feel the foundation and their departments are?,How satisfied are you with the way the foundation and their departments communicate?,How much do you agree with the following statement?The IF is making efforts towards being transparent and open.,Are there any specific topics that you would like to see the foundation and their departments communicate more about?
AdyVVD,zMPPba,2023-09-28 7:49:50,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Identity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,
r6YyAv,Dpglvp,2023-09-28 8:11:58,Positive,"Academic Research, Speculative Research",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Infrastructure, Identity, DEX, Payments & On-Ramp, Other",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,2,"Intentions regarding cooperation with non-European partners, such as now UAE should be announced early and transparently in advance."
2eo89V,jo1O4x,2023-09-28 8:23:47,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,DeFi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
0xkQ59,9ZbLvY,2023-09-28 8:40:55,Positive,"Development/Building, Community and friends",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,4,"DeFi, Infrastructure, Stablecoin, Identity, Payments & On-Ramp, DEX, Launchpad & Fundraising",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2,2,3,I would like to know more about the UAE plans and token allocation after the increase
xpzV0y,PRakkQ,2023-09-28 8:55:58,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,"DeFi, Payments & On-Ramp, Identity, Wallet, Stablecoin, Gaming, DEX, Analytics & Block Explorer",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,4,3,4,
MbVX1X,2AM8kD,2023-09-28 9:09:09,Negative,"Entrepreneurial Networking, Governance, Community and friends",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1,"Identity, NFTs",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,leader
lyzBMk,qG2Zgd,2023-09-28 9:18:50,Positive,"Academic Research, Speculative Research",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Infrastructure, Identity, Gaming, Bridge, Payments & On-Ramp",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3,4,
67Pe1N,Gp2xdz,2023-09-28 9:38:10,Positive,"Development/Building, Entrepreneurial Networking, Academic Research",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,"Stablecoin, Bridge",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,
LbOzx1,Dpl40N,2023-09-28 9:45:09,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Identity, Other, DeFi",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3,2,"Identity, product passports, Internet of things "
2eoA1p,OXWQrg,2023-09-28 10:20:01,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"Payments & On-Ramp, DeFi, DAO, Stablecoin, Gaming",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,2,
jyzodE,YGLjLz,2023-09-28 10:29:03,Positive,"Development/Building, Entrepreneurial Networking, Community and friends, Governance",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4,"DeFi, DAO, Identity, Infrastructure, Wallet, Stablecoin, Metaverse",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3,4,
OzEGVg,y4WNZp,2023-09-28 11:02:49,Positive,"Development/Building, Speculative Research",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,"Payments & On-Ramp, Identity, Wallet, Infrastructure",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,
ZNe61A,Gp2KyQ,2023-09-28 11:21:43,Negative,"Speculative Research, Development/Building",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,"DEX, Bridge, Stablecoin, Wallet, Identity, DeFi",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,1,"I want to see more of the foundation, not only Dom who make false promises over and over, it's not ""Exciting"" anymore"
WNqNVv,8L0arO,2023-09-28 11:48:15,Negative,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"Payments & On-Ramp, DeFi, NFTs, DEX",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,2,2,
xpzdM9,141d0L,2023-09-28 11:53:55,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"Identity, Wallet, Tooling & SDKs, Launchpad & Fundraising, Infrastructure, Payments & On-Ramp, DEX",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,2,2,2,
V0NZDv,vDQDX0,2023-09-28 12:02:13,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"DeFi, Payments & On-Ramp, Other, DAO, Infrastructure, Identity, Wallet, Stablecoin, NFTs, Gaming, Metaverse, Bridge, Tooling & SDKs, DEX, Analytics & Block Explorer, Launchpad & Fundraising",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,3,3,
b7zLq7,polDqJ,2023-09-28 12:46:32,Positive,"Speculative Research, Academic Research",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Other, DAO, Infrastructure, Metaverse, Payments & On-Ramp, Launchpad & Fundraising, DEX, DeFi",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,3,4,"1. Iota usage as a legal tender in Central African Republic being the first country to legalize crypto-currency as a legal tender. This might be the biggest elephant in the room currently that no one talks about. A remote investigation could be made on the status of usage and which if any actual DLTs are used there and how.

A part of the newly created Iota could be distributed as a humanitarian aid to people struck by war there remotely as an alternative method of financial aid which they could immediately use as a legal tender due to DLT-friendly laws there. This would probably make the headlines if successfully orchestrated.

Alternatively, Iota could be airdropped in small to medium quantities as a scalability and feasibility/viability test to people in humanitarian disaster areas, especially the ones that receive the smallest possible attention from the world.

This might even be a potential Iota ""killer app"", it might require some kind of community vote and potential partnership and/or piggybacking on projects such as WLD orbs to ensure Sybil identity protection.

2. What is the status of each individual country in terms of using crypto-currency such as Iota as a legal tender and which are the prime candidate countries and/or Special economic zones (SEZs) to experiment with that?

3.  What is the status of each individual country in terms of using crypto-currency such as Iota as a blockchain/DLT and which are the prime candidate countries and/or SEZs to experiment with that (besides Panama)?

4. When can the community expect details about who and which entities and under what conditions receive newly created Iota? Where is information and lessons on what happened to Iota previously earmarked for similar attempts in the past: ""Big Deal"" and ""Big Deal 2.0""?

5. Is there an intention to do a pro-active migration of Iota into quantum-resistance before the quantum computer based exploits arrive? Should we strive to have this setup ahead of time in order to evade another potential disorderly migration/claims nightmare?

6. is there a plan for (at least partial) migration of Iota into ""zero-knowledge"" domain similar to how ZCash operates eventually?

7. Interoperability, cooperation, academic comparison, research and even possible investment of TEA/etc. into other similar DLT projects such as Kaspa which is an advanced POW based DAG (instead of zero-sum and loosing competitive stance).

8. Is there a consideration for TEA/etc. to invest into other DAGs such as Kaspa as a form of a hedge? Similar to how other DLT Foundations and DAOs invest into each other, as a potential hedge and even cross industry pollination and reach-out.

9. Considerations about using advanced decision making projects such as Tauchain for advanced decentralized governance and decision making later on."
zqdZ0q,2AMKqA,2023-09-28 12:52:08,Negative,"Entrepreneurial Networking, Community and friends",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,"Infrastructure, Tooling & SDKs",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,1,Communicate!
7WEvzz,VPkJ6M,2023-09-28 13:13:51,Negative,"Development/Building, Entrepreneurial Networking, Speculative Research",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2,"DeFi, Wallet, Gaming, Metaverse, Payments & On-Ramp, NFTs, Stablecoin",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,
R0jJK9,44LO0A,2023-09-28 13:19:32,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Identity, Payments & On-Ramp, DeFi",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,
g0zYV1,kGVAYe,2023-09-28 14:35:27,Negative,"Development/Building, Entrepreneurial Networking, Governance",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,"Wallet, Identity, Infrastructure",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3,4,
pKzz81,polWe8,2023-09-28 15:41:23,Negative,"Speculative Research, Community and friends, Academic Research",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"DeFi, Payments & On-Ramp, Infrastructure, Bridge, DEX, Tooling & SDKs, Analytics & Block Explorer, Launchpad & Fundraising",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,2,3,
r6YgWo,JlNJdX,2023-09-28 16:07:18,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"DeFi, Infrastructure, Metaverse",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,Need to stand by prior public statements. I.E. fixed amount of iota coins. This was one of the reasons I purchased back in 2017 to avoid the inflation that other projects were doing to investors. 
xpzWYE,P9aGQd,2023-09-28 18:27:38,Negative,"Entrepreneurial Networking, Governance, Development/Building",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2,"Identity, Infrastructure, Tooling & SDKs",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2,1,Get rid of the child Dominik
N6Pegj,LzVa0j,2023-09-28 20:34:23,Negative,"Community and friends, Speculative Research, Development/Building",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,Metaverse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,
pKZdE8,El4elX,2023-09-28 23:23:06,Positive,"Development/Building, Speculative Research",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,"Infrastructure, Identity, Payments & On-Ramp, Wallet",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,3,
b7AMZ6,zMpx01,2023-09-29 8:43:34,Positive,"Speculative Research, Development/Building, Community and friends, Governance",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,"Infrastructure, DeFi, Wallet, Bridge, Metaverse, Analytics & Block Explorer",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,2,
vAW6yg,zMpEMZ,2023-09-29 9:05:17,Negative,"Academic Research, Development/Building, Community and friends",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2,"Infrastructure, Identity, Tooling & SDKs, Analytics & Block Explorer",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,1,2,
R0rXWd,rONPjR,2023-09-29 11:59:18,Positive,"Development/Building, Speculative Research, Community and friends",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,4,"Infrastructure, Identity, Wallet, Bridge, DEX, DAO, Other, Tooling & SDKs",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3,4,4,"Quite frankly, I feel the community needs to shut up and let you all do your work. I've been here since 2017 when I was 18 years old and my faith in you all has never changed. UAE people have all the money in my eyes...smart move. No though , no extra topics, all of the open sharing is a Western idea, isn't it?"
V0qLXj,47WxRA,2023-09-29 12:44:58,Negative,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,IoT
xpgY1r,L914v2,2023-09-29 14:41:34,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,Launchpad & Fundraising,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,
R02Vkp,9ZLMB1,2023-09-29 18:43:26,Positive,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Stablecoin, DeFi, Identity, Wallet, Bridge, Metaverse, DEX, Launchpad & Fundraising",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3,2,2,
EXANr2,a4bv2W,2023-09-29 18:46:38,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"DeFi, Infrastructure, Identity",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,4,4,
OzrOMK,MakxDY,2023-09-30 4:08:23,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,Stablecoin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,4,4,
48q8ZB,Q72KRg,2023-09-30 10:02:38,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"Identity, Payments & On-Ramp",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,1,
9Wa154,7NlX9z,2023-09-30 10:45:58,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,"Infrastructure, DeFi",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,3,
N6g0AN,PzjRxb,2023-09-30 11:01:59,Positive,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,3,
5zQ2gM,2K8XKe,2023-09-30 11:12:23,Negative,"Academic Research, Development/Building",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Payments & On-Ramp, Identity, DAO, DeFi",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,3,
1lxMLO,LP19A1,2023-09-30 11:39:47,Negative,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,"DeFi, Wallet, Identity, Metaverse",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,1,
zqOA18,8z2jdo,2023-09-30 18:10:26,Negative,"Development/Building, Speculative Research",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,"Payments & On-Ramp, Stablecoin",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,2,
9WaL9p,Mao7e8,2023-09-30 22:38:26,Negative,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"DeFi, Payments & On-Ramp, Other, Infrastructure, Identity, Stablecoin, Gaming, Tooling & SDKs, DEX, Analytics & Block Explorer, Launchpad & Fundraising",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,
d6VWpN,royq0N,2023-10-01 0:11:22,Positive,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,"Identity, Analytics & Block Explorer, DeFi, Payments & On-Ramp, Infrastructure, Wallet",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,3,3,
LbyMk2,N75ZjB,2023-10-01 8:47:25,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Infrastructure, Identity, Wallet, Gaming, DEX",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,2,
lyZZak,rojygo,2023-10-01 13:11:18,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"DeFi, Identity, DAO",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,3,
MbyyEX,o2b61O,2023-10-01 13:13:42,Negative,"Governance, Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,"DEX, Bridge, Metaverse, Gaming, NFTs, Wallet, Identity, Infrastructure, DAO, Payments & On-Ramp, DeFi",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,2,2,
2e55Np,X4xldY,2023-10-01 13:15:07,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Identity, Wallet, Bridge, DeFi, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,"No
"
xpBB0k,KVYQE7,2023-10-01 13:19:15,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"DeFi, Identity, Wallet",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,2,
vAbbdl,xJXxKG,2023-10-01 13:20:56,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"DeFi, Payments & On-Ramp, Identity, Wallet",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,
r6WWgN,8Z1ovY,2023-10-01 13:23:08,Negative,"Development/Building, Speculative Research",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,"Infrastructure, Payments & On-Ramp, Stablecoin, Identity",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,3,"Popular people, partners corporations leaving the if and doms personal businesses in the ecosystem."
b7GGDL,o2b6rX,2023-10-01 13:23:25,Positive,"Speculative Research, Community and friends, Governance",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,"DeFi, Payments & On-Ramp, Infrastructure, Gaming, DEX",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,2,2,
y6kkQp,Exkkxl,2023-10-01 13:28:48,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Tooling & SDKs, Launchpad & Fundraising",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,2,3,
Ad55Zo,Z2jj6e,2023-10-01 13:30:56,Positive,"Development/Building, Entrepreneurial Networking, Speculative Research",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,"Analytics & Block Explorer, Infrastructure, Identity",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,3,3,4,
V0yAE6,g9DDA4,2023-10-01 13:33:09,Positive,"Community and friends, Entrepreneurial Networking",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,"Identity, DeFi, Wallet, Gaming, NFTs",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,2,"ETAs without timelines nothing matters.
"
d6V1ad,JO99Do,2023-10-01 13:35:16,Positive,"Development/Building, Community and friends, Entrepreneurial Networking",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,3,"DeFi, Other, Wallet, Stablecoin, NFTs, Bridge, DEX",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3,3,4,
48dyJY,PzddYV,2023-10-01 13:35:32,Positive,"Development/Building, Community and friends",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,"DeFi, Payments & On-Ramp, NFTs, Gaming, Stablecoin, Bridge, DEX, Launchpad & Fundraising",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,1,Regular progress reports about 2.0 and EVM
jy2YxE,PzddbQ,2023-10-01 13:39:04,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Payments & On-Ramp, Identity, Infrastructure, Bridge",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,1,
XDykRd,ExkkAL,2023-10-01 13:40:17,Positive,"Community and friends, Governance",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,3,"Wallet, Identity, Infrastructure, DeFi, Gaming, DEX",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,2,3,
5z5DOQ,kNddXZ,2023-10-01 13:43:24,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,"Infrastructure, Identity, Wallet, Stablecoin, NFTs, Payments & On-Ramp",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3,4,
V0yABM,jlaa8J,2023-10-01 13:45:52,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Infrastructure, Wallet, Identity",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,
oyQ18P,4K446Y,2023-10-01 13:48:19,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"Stablecoin, NFTs, DAO",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
d6V1rz,a2QQ7v,2023-10-01 13:51:17,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"Infrastructure, DeFi, Identity, Stablecoin, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,Allí things
1l5yqM,a2QQ7v,2023-10-01 13:51:38,Negative,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,DeFi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
